Entry	EC number
P24203	3.6.-.-
P0A9V7	
P39342	
P0ACY0	
P37664	2.3.1.-
P0DSF2	
P0AEB6	
P76118	
P0AF38	
Q2EES0	
P0AF36	
P0AE39	
P39391	
Q46919	
P0ADD8	
P64429	
P39390	
B1XCH1	
B1XAE8	6.3.2.6
P27126	
P58506	5.3.1.14
P07012	
P09980	3.6.4.12
P77215	4.2.1.90
B1XB68	5.1.3.32
B1XB39	
C4ZZ48	3.6.4.13
C4ZSS5	
B1X6F6	
C5A0S6	
P0A7K4	
P37351	5.3.1.6
B1XBZ0	2.7.7.6
P77768	3.1.21.-
B1X8R2	
P09153	
Q47537	
B1XDK7	3.1.-.-
P36673	
C4ZW66	3.2.1.28
P58357	
P0A881	
P60908	6.1.1.21
P0ABZ6	5.2.1.8
Q8XE27	6.1.1.3
P0A8M3	6.1.1.3
P0ACQ8	
P0AGG0	2.7.4.16
B1XBL0	4.2.1.20
P0AAD4	
B1X7U9	
P27242	2.4.1.56
P0ACD2	2.3.1.-
P0AAQ6	
P37007	
P0DPM5	
P56259	
P0AGM1	
C4ZVM4	
C4ZR24	
P0AF34	
P76272	
C4ZZE5	
P64515	
P64487	
P31064	
P32687	
P0AB49	
P76177	
P76057	
P0ACZ1	
P76001	
P76234	
P33222	6.3.1.-
P77148	
P0A711	
P33345	
Q9S4W2	
Q9JMS8	
P0AE42	
Q9JMS7	
P63421	2.3.1.-
P64612	
P0DP21	
Q8XA06	7.6.2.15
P0AFT2	
P77718	2.8.1.4
P69425	
P07676	
C4ZZV3	3.1.-.-
P0AFS5	
B1X8V3	
B1X7X4	3.2.1.28
P41067	
P0A9P5	1.8.1.9
P77506	
P25534	1.14.13.-
P37387	
C4ZU73	2.1.1.222; 2.1.1.64
P0AAA7	
P0AAQ2	3.1.-.-
B1XBD8	
C4ZTE6	
C4ZRJ5	
Q8XA76	
P67143	
P0ADX7	
P76536	1.11.1.-
P64548	
P76576	
B1XA66	
P0A8E0	
P0DSF6	
P0DSE9	
P0AFU2	
P76176	3.4.21.-
Q46796	
P0A8A0	
P33359	
P39274	
P76204	
P11290	2.4.-.-
P37683	
P0DPN3	
Q9JMR3	
Q9S4X4	
Q9JMS1	
Q46942	
P75962	
Q9S4X2	2.1.1.-
P63340	
P77536	
Q47688	
P39379	
A5A605	
P0AAG8	7.5.2.11
B1XFA4	2.5.1.6
B1X8A2	1.9.6.1
P11458	2.5.1.72
C4ZT76	3.6.1.73
P32712	
Q46836	
P39199	2.1.1.298
P42911	
P46187	
P76423	2.7.1.50
P0AGM9	
P36667	2.4.1.-
C4ZZ61	
C5A009	2.1.1.163; 2.1.1.201
P37669	2.3.1.-
Q46814	1.-.-.-
P77300	
P75688	
Q8X2F6	
P0CF86	
P64627	
P76513	
P64590	
P37663	
O52982	
P24197	1.13.11.29
P0ACM9	
Q46866	
P0DPP3	
P17994	
P64499	
P31453	
P33218	
P76097	
P0AF43	
P0A710	
P0A8L9	
Q8X638	
P33352	
P0AF74	
P0AB12	
P0AB16	
B1X838	
P0DSH4	
Q7DC27	
P77688	
P76692	
P0AAS6	
Q8X9X2	
Q9JMT1	
A5A618	
P0AAM0	
P0A8D6	3.1.1.106
P56257	
A0A385XJK5	
P0ACQ7	
P77163	
P0A845	
P69423	
P06612	5.6.2.1
P39453	2.7.13.3
P76256	
C4ZUM0	
Q46820	
P45531	
P18393	
P0AAB4	4.1.1.98
P0ACT6	
B1XG62	3.6.1.27
P60933	3.6.1.27
Q46801	
P31434	3.2.1.177
P0A8E5	
P0AFN6	
P28904	3.2.1.93
P0AGK3	2.5.1.39
Q05032	
P0AG01	
C4ZXF6	5.3.1.5
Q8X400	
P75757	
P77187	
P24178	
P37767	
P52060	
P0ACR7	
P64594	3.1.-.-
P52123	
P0ACW1	
P0ADU6	
P29013	
B1XAS5	
P76322	
P76017	
P0AF82	
P33916	
P30177	
P76172	
Q7DFV4	
Q9JMR6	
P76224	
P76169	
P64562	
Q2EER5	
P76011	
P64542	
P14375	
C4ZW19	
P45463	
Q7DBF9	1.1.1.22
P39160	1.1.1.57
C4ZZ60	2.4.1.325
Q46799	1.17.1.4
P0AAT9	
P77700	
P77713	3.2.1.37
P75676	
Q47151	3.4.-.-
P46126	
P37630	
Q8X8G9	
P0ADN2	
P0AGJ6	2.1.1.-
P0A8Y3	3.1.3.10
P76499	
P0AB32	
C4ZQV5	
P77539	1.-.-.-
P0ABD2	
P0ABD1	
Q8XBJ0	3.4.16.4
P45421	
P0ADX1	
P77704	
P0AFU3	
Q46795	
Q8XDT8	
C5A0L7	
P39383	
P39389	
B1XC38	4.1.3.40
P0A884	2.1.1.45
P0AGK1	2.5.1.39
P67446	
P71241	2.7.8.31
P0ACC9	2.3.1.-
Q8XDM1	7.5.2.10
Q8XD64	1.-.-.-
B1XG45	
C4ZWB8	
P0AAR5	
P52096	
P0ADX6	
P27840	
P76501	
P64566	
P0ADU3	1.-.-.-
P0A8L0	
P0ADU2	1.-.-.-
P0ADN8	
P23305	
P76628	
P0ADT8	
P76269	
P76296	
P76121	
P31443	
P64567	
P0AAL9	
P0ADD2	
P39407	3.1.1.-
P0DPM8	
C4ZUK0	2.8.1.-
P69821	
P0A9M6	2.4.2.-; 2.4.2.22
P0A8P6	
Q46868	
P0AG12	3.4.21.-
P0AGN1	
P71239	
P77414	
C4ZWE6	3.1.-.-
P76569	
P45552	
P52139	
Q46844	
P76508	
P32668	
Q46832	
P42589	
P0ADX0	
P45768	
P65809	
P33342	
P76231	
P32693	
P76369	
P32689	
Q8X8V5	
P77748	
P0DSE6	
P25747	
P16681	
Q8X5X6	2.8.3.8
P0ADK2	
P0AAV8	5.-.-.-
P52696	
P76201	
P0AAW3	
Q8X2T9	
A5A625	
C4ZQ24	
P0AD29	
P0A9U3	
P32106	
P75764	
P0A8X4	
P37671	
B1X9I0	
Q8XDT5	
P0ADE2	
P64518	
P45771	
P0AAS5	
Q47272	
P76612	
P64498	
P77252	
P76539	2.3.1.-
P75678	
P39832	
P76344	
V9HVX0	
P0AEV7	
P0AD60	
C4ZXA5	2.8.1.7
C4ZYJ2	3.6.5.n1
P21599	2.7.1.40
P0AD94	
P0ADF0	
P61320	
P0ADC3	
P00804	3.4.23.36
P31062	
P0AC26	
P75794	1.97.1.4
P0DP70	
P07654	
P69811	
P07464	2.3.1.18
P30138	2.7.7.73
C4ZQC6	
P58361	
P52005	
P36662	
Q8X7B7	4.1.1.48; 5.3.1.24
B1XDU8	5.1.3.22
P58194	4.1.1.98
P69367	
C4ZQD2	1.6.5.2
P0A729	3.6.1.-
P0A9N9	1.97.1.-
P0A911	
P0A915	
P0AFC7	7.1.1.-
Q46890	4.1.1.104
P69772	2.5.1.129
P0A7F1	2.7.4.22
P0A7D4	6.3.4.4
B1XCA8	6.3.2.1
Q46790	
P0AFI0	4.1.1.8
P0A9N6	1.97.1.4
P23869	5.2.1.8
Q8XE32	6.1.1.20
Q8X5I6	7.6.2.7
P0A847	2.4.2.29
P0A9K2	
P69803	
P37177	2.7.3.9
P33025	4.2.1.70
C4ZX74	6.3.3.1
P30176	3.2.2.-
B1XF03	2.5.1.78
P0A7J5	
P09130	
P00944	5.3.1.5
B1X929	5.4.99.12
Q8X4S4	
P56258	2.4.1.325
C4ZZ74	
P27836	2.4.1.180
B1XEX6	
P0AAE2	
P0AFJ7	
B1XDY6	1.2.1.41
P15254	6.3.5.3
P17334	
Q8X6M8	3.4.24.55
B1X9H5	3.5.2.3
B1X7Z3	6.3.2.-
C4ZPU9	
P75869	
C4ZTI0	2.8.1.4
P37025	3.1.4.58
B1X9T7	4.1.99.1
B1XBS9	2.1.1.228
B1XFK3	
P0AAT4	
Q8XEC3	4.1.3.40
B1XFL4	
P75620	
P0AFV4	3.4.-.-; 3.4.17.13
P0AAX7	
C5A0T9	3.1.21.7
P39411	3.6.1.73
P0AFC5	7.1.1.-
B1X658	2.4.1.15
C4ZRM6	6.3.2.1
P0AFI5	3.4.21.-
P42588	2.6.1.82; 2.6.1.29
Q8XDP0	3.1.15.-
P0A784	3.1.15.-
Q57083	
P0A9N4	1.97.1.4
C4ZQ57	6.3.4.21
Q8X8A1	4.1.2.19
C5A070	4.1.2.19
B1XB69	4.1.2.19
P32169	4.1.2.19
P0AB10	
P0A7B5	2.7.2.11
P0A9L7	5.2.1.8
P0AGJ0	
P0AFZ7	
P0AFZ8	
C4ZR68	
C4ZZ23	
B1XAG4	2.4.1.325
P76214	
P0A9T9	
P32670	2.7.3.9; 2.7.1.202
P69791	
P69831	
P69828	
P0AFN2	
P0AA25	
P39321	
P62601	3.2.1.28
P02930	
P58362	1.7.2.3
P07604	
P33668	
P71296	
P77562	
P0AGH1	
P46855	
P52125	
Q8XCU6	
P0ADP9	
P64574	
P77544	2.5.1.18
C5A034	
P37197	1.11.1.5
P64592	
P64457	
P37643	
Q8XA94	
P0AGK6	
P64523	
P76023	
P0ADW7	
P52007	
P0AFJ1	
P69346	
Q8X505	1.1.1.381; 1.1.1.298
P0ABU3	
P37772	
P0AFU1	
P0AF70	
P76197	
Q8X5Y4	1.1.1.282
P0AAW5	
P33924	
P77759	
Q9JMS4	
P0DPO5	
P76138	
Q9JMT9	
A5A615	
P64447	
B1XA58	
C1P613	
P0DSF0	
C4ZZG7	
P0AEH8	
P36680	
P0ADD5	
P16691	2.3.1.280; 2.3.1.-
B1XBN2	4.1.1.23
P0A7I2	
P31665	3.1.21.-
P02359	
Q8XA83	2.1.1.200
P0AA41	5.4.99.26
B1XAJ7	2.1.1.163; 2.1.1.201
P45530	
P76373	1.1.1.22
P76055	2.8.1.-
P0CE45	
C4ZYY2	
P0ACT8	
P0ADL5	
P75828	
P75806	3.6.1.27
P0AAY4	
Q8X9J6	3.1.3.-
P65958	
P75809	3.1.3.104
C4ZRX5	3.1.3.-
P75810	
C4ZXN0	
B1X9E8	3.1.3.-
B1X972	
P60871	
P75914	3.1.3.-
P25531	
Q8X653	
C4ZSM1	
P0AED0	
P0AD19	
P0AA99	2.-.-.-
P0ADZ9	
P30143	
P0ACW9	
P76319	2.3.1.-
P0A8R7	
P0AB53	
P32051	
P32688	
P45767	
P76389	
P60873	
P76012	
P76162	
P0A8E3	
P0ACR4	
P62723	
P76042	
P0AF73	
P40876	
P37674	
P21363	
P0ACA1	
P39369	
Q9JMT5	
P67338	
P0DUW1	
P64571	
P0DPO1	
Q79E92	
P0AD40	
P0ACS6	
P0ACS5	
P0A9K1	
P0AFL9	
B1XBS8	
P08179	2.1.2.2
C4ZUJ8	
P04805	6.1.1.17
B1X950	1.1.1.103
C4ZR69	3.1.1.-
P04152	
Q8X9U4	
P37749	2.4.1.-
P71238	
O33953	
P0A931	
Q8X492	
P71297	
P62769	
P0A8D5	
P0AA62	
P58116	1.13.11.24
P27843	
P38394	
P0AB31	
P0AF42	
Q8X8C1	
C5A0I1	
P76061	
P68207	
P65292	
B1X9B5	
P77156	
Q8X583	
P36677	
P64624	
P0ACR2	
P32700	
P76359	
P39308	
P29010	
P65296	
P0AF48	
B1XBK4	
P0AFV0	
P0ACR3	
B1XET3	
P77493	2.7.1.-
P0A9V0	1.3.-.-
P0A9V5	
P41039	
P0A8Z3	3.1.2.-
P75829	
C1P603	
P0DSI0	
P0DSE5	
P0DPC5	
P75617	
P42616	
P42619	
P42620	1.8.5.7
Q46871	1.16.1.9
P0AD17	
P33366	
P33368	1.-.-.-
P42626	
B1X7L6	
Q8X4J1	
C1P609	
P58033	
P0DPO9	
P0AAJ1	
P75804	1.1.5.-
Q8X614	2.7.13.3
P0A853	4.1.99.1
C4ZYY6	4.1.99.1
P38684	
P0ABV6	
P03012	
P0AE01	2.1.1.200
Q8XA22	2.1.1.223
P05847	4.2.1.32
Q8XAG2	3.5.1.5
C4ZQX4	3.6.1.27
P0AGM7	
Q8XAQ3	2.4.1.180
P0AAB3	3.1.3.48
P22787	
P0ADT5	6.3.1.-
P64546	
P0ADT7	6.3.1.-
P0A8X3	
P42625	
B1X9U0	
P58664	
P76575	
B1XAT8	
P0AF57	
P0AGK4	
B1X6K4	
P31446	
P0ADX3	
C4ZTM2	
Q7DBA7	4.1.1.61; 4.1.1.-
P37052	
B1X885	
A5A617	
P75835	
P77337	1.5.5.-
P75859	
B1X8R8	
Q8X7Y9	
P43340	1.6.99.-
P39317	
P0DSG9	
Q46858	
P69348	3.1.-.-
Q2M7M3	
P76613	
P76068	
Q9S4X5	
P65367	
Q9JMT8	
P0DUW0	
P0CD93	
P0DSH9	
A5A612	
P64431	
P0A8Y1	3.1.3.5
B1X6J3	
P0AC35	4.2.1.32
Q8XAG0	3.5.1.5
P67066	1.1.1.336
P09099	2.7.1.17; 2.7.1.-
Q7A9X4	5.3.1.5
C4ZVU3	
C4ZQV8	
P0AAS7	
P0ADQ1	
P0AD44	
P52052	
P64572	
P67660	
P67144	
B1XGS5	
P37629	
P0ABT8	
P0AA73	
P11865	
P0DSG8	
P0AD53	
P45420	
P64614	
Q46791	
Q8XD75	
B1X905	
P63390	
P0A8M8	
P0AFR4	
P33341	
P32109	
P76196	
P0AB04	
P0AAW1	
P75791	
P25714	
Q2MB16	
P0ACN2	
C1P602	
P58213	
P0DSH0	
P76656	
C1P604	
Q8XBK1	3.1.-.-
P64636	3.1.3.5
P0AA63	
P64585	
Q8XC17	
P64484	
P75917	
P60632	
P0C1Y6	
P77360	1.-.-.-
Q8X702	
P76115	
P34211	3.4.-.-
Q9S4X0	
P0DUW2	
P0ADR0	
Q9S4X3	
P76146	
Q46943	
P0AE40	
C1P614	
P0DPP4	
P39382	
P39393	
Q7DFV3	
P75977	
P0A9X3	7.2.2.20
P0AG03	2.5.1.129
Q8X574	
P76372	
P0AAQ8	
P75691	1.1.1.2
P0A8E7	
P75694	
P0ADS7	
P27837	
P0AA51	
P39836	
P0AG85	1.-.-.-
P32160	
P52128	
P28638	2.1.1.72
P32162	
P76486	
Q8X7S0	1.-.-.-
P63417	2.3.1.-
P28722	
P76463	
P0AFR9	
P76407	2.7.1.-
P39354	
P0ADK0	
P39355	
P12994	
Q8X8M9	
A5A619	
P0DPP8	
P76584	
Q46953	
P76073	
Q9JMS5	
P0DPO7	
Q9JMR4	
P77658	
Q9S4W7	
A5A630	
P63342	
P75982	
C1P612	
C4ZT46	
P0AAA9	
P43676	
P0AFM3	
P0A7D7	6.3.2.6
C4ZR77	
Q8X7Y6	5.4.99.27
C5A011	2.7.-.-
C4ZYK3	3.2.2.27
Q8XA68	
Q8XBK4	
P0AG81	
P03648	
P0ADX5	
P76516	
P45537	
P37908	
P67095	3.1.4.-
P0ADN4	
P0AD49	
P77288	
P32134	
P32129	2.3.-.-
P0AA70	
B1XGW7	
P0AD07	
P77294	
P55138	2.7.1.-
P0DPO6	
Q46909	
P67176	
P64506	
Q8X7J8	2.7.-.-
P64521	
P46125	
P32704	
P0AFR7	
P76100	2.3.1.-
C4ZYY9	
P0AF76	
Q8X621	
P0AF78	
P37681	
P0AAZ7	
P0AAV6	
P11286	
P37675	
Q2M7R5	
P0AAC6	
C4ZS07	
P0A8Z5	3.1.2.-
P0AB28	
P0AAV0	
P75818	
P39314	
P43319	
B1XGW0	
C4ZQS4	
P0DPP2	
P0DN74	
P64517	
P0DPC4	
P0ADU9	
P76543	
P52134	
A5A607	
C1P620	
C5A0I2	
C1P600	
B1XF47	
P77783	1.8.99.-
P76228	
P75971	
P77475	3.1.3.-
P67553	
P75979	
P18390	
C5A0R4	2.1.1.-; 2.1.1.35
P0A927	
P0A8I5	2.1.1.33
P39305	5.1.3.22
Q47706	
P37049	3.1.4.-
Q47684	
P52124	
Q8X564	
P67661	
P45545	
P64442	
P11289	
P62067	
P76548	
P76076	
P64451	
P37757	5.1.-.-
P63389	
P76069	
P0A8W8	
P76221	
P0ADR2	
Q46793	
P76135	
P76352	
P60872	
P76393	2.7.-.-
Q46786	
P67127	
P31455	
P39831	1.1.1.381; 1.1.1.298
P0AF81	
P39356	
P39358	4.2.1.82
P0ACY3	
P77228	
P0AF84	
P0A8E1	
P33346	
P33915	
P21367	4.-.-.-
P75870	
P0AAY8	
P37665	
P24252	
P0AAY6	
P0AB14	
P0AAU3	
P28915	
P0AAU8	
Q8XCH9	
P46122	
P64519	
P65298	
P0DSH6	
P77269	
P76586	
P77315	
C5A0L8	3.1.-.-
B1XFA9	3.1.-.-
P77309	
Q9S4W9	
P64459	
Q46831	
P64490	
P30139	2.8.1.10
C4ZR30	
P76145	2.1.1.144
P0A875	2.1.1.228
P0AF67	
P0AA97	
P69820	
P58384	
P0AFP4	1.-.-.-
P45807	
P45570	
P0DSG6	
P76498	
P45551	
P64549	
P37648	
P0ADU0	
P0A8K8	
P76547	
P0AA31	
Q8XAF6	
P42590	
Q8XDB3	
Q8XCV1	
P0AB51	
P0ADM0	
P76111	
P68206	
P76482	
P77588	
P64527	
P0A8L7	
Q46907	
P76396	
P31126	
P32717	3.1.6.-
P39277	
P0AF77	
Q8X7H7	2.7.1.-
P0DPO4	
Q8X7R5	
P67153	
P77173	
P0A8H3	
P64425	
P36672	2.7.1.201
P20966	2.7.1.202
P05706	
P0AEM9	
Q8X8G6	2.7.1.89
P27302	2.2.1.1
P0A862	1.11.1.24
P10906	
Q8XBK5	4.2.1.32
P0A8F6	2.7.1.48
P0A8S5	
B1XA83	
B1XD33	
P77326	
Q8XDJ5	
P75728	1.14.99.60
P75874	
P64440	
P09996	
P64439	
P0DPC8	
P0A930	
P0A8H8	
P76509	2.1.1.-
P11664	
P52132	
P37640	
P0ADS6	
P64443	
P52127	
P77656	
P55734	
B1XB54	
P32167	
A0A385XJL2	
P76275	
P31471	
Q46819	
P67129	
P76347	
P0AD03	
C1P621	
P0ADM8	
P76483	
P0A8C6	
P64623	
P0AF50	
C4ZTU7	
P0AD13	
Q46798	
P0AF54	
P77804	
P62724	
P76164	
P75769	
P0AFQ7	3.1.-.-
C4ZRH1	
Q8X7W8	1.14.11.-
P21503	
P39357	
P76148	
P52143	
P77374	1.8.99.-
Q02885	
P76223	
Q47685	
P0DPN2	
P69797	2.7.1.191
P69789	2.7.1.-
C4ZSI8	2.7.1.50
B1X7J5	2.7.1.50
C4ZWT6	2.1.1.144
P0A9M5	2.4.2.-; 2.4.2.22
P0A9T6	
P30866	
Q46948	3.1.2.-; 3.5.1.-; 3.5.1.124
P77297	
Q47534	
Q47536	2.4.-.-
P46142	
P46837	
P0AA49	
P0ADQ5	
P28917	
P76550	
P31063	
P42591	
P0A8L5	
P77615	
P39282	
P31467	3.1.3.-
P76418	3.2.2.-
P0AD27	
Q47138	
P64538	
P39359	4.1.2.28
P36661	
P0AG27	
P37682	
P77402	
P37691	
P75770	
P0A9U5	
P21829	3.1.3.74
P64493	
Q46808	
P0ACV8	
P09154	
C4ZS88	
P75968	
P0DPP5	
P76208	
P76227	
P0ADD7	
P77162	
C4ZTK3	3.6.1.-
P0ACP3	
P0AAL0	
P0AFD5	7.1.1.-
P0AFG7	2.3.1.61
P0AA06	
P37610	1.14.11.17
Q2EES9	
P0A8E6	
P31058	
P45804	
P37621	
P77549	
P64545	
P65291	
Q47702	
P75961	
P58216	2.-.-.-
P31448	
P77295	
P33014	
P0ADQ7	
P0ACW4	
P0AA72	
C5A0H0	
P76633	1.-.-.-
P64465	
P0AFJ3	
P0ADM4	
P31130	
P0DSF5	
P0A6D5	1.1.1.282
P37673	
P0AEC0	
P55914	
B1XAE4	
A5A621	
P69826	2.7.1.197
P0AFL3	5.2.1.8
C5A0T1	2.8.1.10
P0AGJ3	2.1.1.34
C5A133	2.5.1.39
P45475	
P25535	1.14.13.240
P67444	
P27835	
P76387	2.7.10.-
P0A8K6	
P0A8E9	
Q8X8L6	3.1.3.74; 3.1.3.23
P77599	
P37327	
P45549	
P0AD51	
P45546	
P46852	1.13.11.24
P32137	
P76546	
Q46840	
P45848	
P0AD05	
Q8X8V7	
P64485	
P77789	
P76122	
Q46906	
P76156	
P64472	
P39349	2.7.-.-
P77378	
P0DPN5	
P33354	
P0AB35	
P77409	
P76185	
P0AB08	
P0AAX8	2.-.-.-
P75946	
P64477	
P39368	2.3.1.-
P75839	
P0AB55	
P0DPO3	
Q9JMR5	
C4ZWZ4	
P43531	
P76222	
P76226	
P76524	3.4.11.-
P0DP22	
P0AAB0	
P0AAD8	
B1XDU7	4.1.1.85
B1XDU2	
P35272	
P0AAB2	3.1.3.48
P0AAA2	
C5A0M2	
Q8X6P4	
P0ADP0	3.1.3.104
P37660	
P52133	
Q8XBP4	
P76537	
C4ZSP5	
Q7DFU6	
P25728	
P33219	
P52598	
P67699	
Q46904	1.5.5.-
P52645	
P31475	
P76035	
P76046	
P76163	
C4ZZE0	
Q8XCB7	
Q2EEU2	
Q9JMT4	
B1XF50	
Q9JMR7	
P0DPN6	
P76157	
P0DPO0	
P0AB46	
P64569	
P0DPO2	
B1X9W6	
P0A937	
B1XA47	
P39375	
P05793	1.1.1.86
P0AB82	2.6.1.42
P0AB58	
B1XC42	3.4.21.88
Q8X9Z4	
P0AD72	
B1XFJ6	6.3.1.20
Q8X8X8	2.3.1.129
P39196	
P60776	6.3.1.20
Q8XCU1	3.6.1.54
P69743	1.12.99.6
B1XBF2	3.4.23.36
B1XC12	2.3.1.46
P37636	
P37637	
P31677	2.4.1.15
B1X8M8	
P0A9H1	3.2.2.28
P14900	6.3.2.9
P60753	7.5.2.6
C4ZUE5	
P77338	
P0ADA3	
Q8XC50	
Q8X4L6	7.2.2.11
P58629	3.6.1.9
P0ABL1	
Q8X5S5	
B1XCL1	
P0A772	
Q8X6X7	3.6.1.-; 3.6.1.22
P37596	1.18.1.-
B1XA44	3.6.1.-
P23843	
P77747	
P0AFD1	7.1.1.-
P0AFG0	
P39401	2.7.8.20
P0AFE4	7.1.1.-
C4ZUC2	7.1.1.-
P0ACQ6	
Q8XE52	6.3.4.20
C4ZTK1	6.3.4.20
B1XFN2	6.3.4.20
Q46920	1.7.1.13
P0AGL5	
P52119	
Q8XAX4	3.6.3.-
P15033	
C4ZZ24	3.6.3.-
P31473	3.6.3.-
Q47152	
P33230	
P76062	
P75811	
P16551	3.2.1.22
P65871	4.1.2.50
P65870	4.1.2.50
P37624	
P77212	
P75687	
P75685	
P77379	
P64555	4.3.99.3
P64554	4.3.99.3
Q8X3U5	
P76425	
P64534	
P64532	
P64530	
P33229	3.1.-.-
P69406	
P0DMC9	
P69409	
P0DMC7	
P37619	
P0A7G8	
P0DMC5	2.7.13.3
P39838	2.7.2.-
C4ZYU4	
P69411	
P0A7G6	
Q8XBS3	
P52076	
Q8X524	2.7.13.3
P40719	2.7.13.3
Q8X487	
Q8XA47	2.7.13.3
P0AFU5	
P0AD45	
P0A7G0	2.4.99.17
C4ZTG2	2.4.99.17
B1XEZ3	2.4.99.17
P0A7F9	2.4.99.17
Q8XEA1	
C4ZTF1	
B1XEY2	
P36767	
P0AA55	
P0AA53	
P28304	1.6.5.5
P39315	1.6.5.2
Q8XAW7	7.5.2.7
P0A9J7	2.7.1.15
P39288	1.17.99.6
P0A9J6	2.7.1.15
Q8X5Q4	7.5.2.7
P0ACQ2	
P0ACQ0	
P04983	7.5.2.7
P24554	3.6.4.-
P02925	
P0AGI3	
P0AGI1	
P0A7N3	
Q8X9T8	
P33919	3.6.4.12
Q8XAW8	5.4.99.62
C4ZZ26	5.4.99.62
B1X9X5	5.4.99.62
P04982	5.4.99.62
P0AG32	3.6.4.-
P0AG30	3.6.4.-
P0A7I6	
C4ZT56	
B1XFI4	
P0A7I4	
Q8X7B3	
C5A074	
Q8XBL8	3.2.-.-
C4ZWD8	3.2.-.-
P09378	
P41409	3.2.-.-
P07010	
Q8X897	
Q8XE94	3.2.2.8
C5A073	
B1XB72	
C4ZU12	3.2.2.8
B1X860	3.2.2.8
P09377	
P33022	3.2.2.8
P75718	
Q8XA41	3.2.-.-
C4ZPV6	3.2.-.-
B1XBF5	3.2.-.-
P24173	2.-.-.-
C5A075	
B1XB74	
P16918	
P37692	2.-.-.-
P16919	
P27125	
P25740	2.4.-.-
P0A944	2.3.1.266; 2.3.1.-
C4ZRS7	2.1.3.15
Q8XAN7	2.7.8.7
P0A9Q5	2.1.3.15
P25516	4.2.1.3
P0A6A3	2.7.2.1
Q8XE35	
P06609	
C4ZZY9	2.3.1.40; 6.2.1.20
B1XDP2	2.3.1.40; 6.2.1.20
C4ZYH1	7.6.2.8
P06611	7.6.2.8
Q8X926	3.1.1.31
P39334	
C4ZVI4	3.1.3.89
B1X903	3.1.3.89
P24224	2.7.8.7
P37653	2.4.1.12
Q8X685	3.2.1.23
P0ADJ7	
P0ADJ5	
P37659	
P37655	
P0DUE6	
P0AFT5	
P05804	3.2.1.31
P0AD14	2.7.13.3
P39396	
P39265	
B1XFU0	4.3.2.3
P29012	5.1.1.1
P00562	2.7.2.4; 1.1.1.3
Q7AFV7	
P00561	2.7.2.4; 1.1.1.3
C4ZQX3	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
P0A9Q8	1.1.1.1; 1.2.1.10
P77434	2.6.1.2
P75820	3.5.1.28
P26365	3.5.1.28
P0AE13	3.2.2.4
P0ACK2	
P00864	4.1.1.31
P09551	
B1XFV2	2.7.1.170
C4ZPY5	5.3.1.4
C4ZPY6	2.7.1.16
P76213	3.1.25.-
B1XBC5	4.3.2.1
P00811	3.5.2.6
P13016	3.5.1.28
P07364	2.1.1.80
P15034	3.4.11.9
P0AE14	
P0A966	
P0A964	
P0AE68	
P0AE17	
P0AE16	
P04825	3.4.11.2
P0ACI6	
P0AE32	
P24242	
P15770	1.1.1.25
P36566	2.1.1.-
P28249	
P0AFP2	
P13001	3.1.1.85
P06709	6.3.4.15
P0AC04	
P0AB42	
P0AB40	
P69228	
C5A085	3.6.1.26
C4ZU39	
B1X893	
P76245	2.7.7.65
P69492	
P0A9P2	1.8.1.4
Q8X9A9	
P06149	1.1.5.12
P06966	
P09557	
P06965	
C4ZXG6	1.1.1.130
B1X8J1	1.1.1.130
P37672	1.1.1.130
P64427	3.2.1.-
P64426	3.2.1.-
Q8XA65	
P00370	1.4.1.4
C4ZPU1	
B1XBE0	
P08622	
P0A6K8	5.4.2.7
C4ZT65	5.4.2.7
B1XFJ3	5.4.2.7
P0A6K6	5.4.2.7
C5A0R9	2.7.1.33
P0A6I3	2.7.1.33
P39099	3.4.21.107
Q8XCC6	2.7.8.-
P75919	2.7.8.-
P45568	1.1.1.267
P0ABI6	
P54901	
Q7AC24	2.6.1.87
C4ZU95	2.6.1.87
B1X8W6	2.6.1.87
P77690	2.6.1.87
Q8X9M0	6.3.4.5
P0A963	3.5.1.1
P0A962	3.5.1.1
C4ZSR2	6.3.4.5
B1XGY3	6.3.4.5
P0A6E4	6.3.4.5
P00805	3.5.1.1
Q8XDZ5	2.4.2.53
C4ZU96	2.4.2.53
B1X8W7	2.4.2.53
P63610	4.2.3.5
P77757	2.4.2.53
C4ZVM2	4.2.3.5
B1X9K2	4.2.3.5
P23325	
P76205	
Q8X598	2.6.1.81
C4ZZA4	2.6.1.81
B1XGK9	2.6.1.81
P77581	2.6.1.81
Q8XDZ0	3.5.1.96
C4ZZA0	3.5.1.96
B1XGK5	3.5.1.96
P76215	3.5.1.96
Q7ADE6	1.2.1.71
C4ZZA2	1.2.1.71
B1XGK7	1.2.1.71
P76217	1.2.1.71
P0AE38	2.3.1.109
C4ZZA3	2.3.1.109
B1XGK8	2.3.1.109
P0AE37	2.3.1.109
Q7ADE7	3.5.3.23
C4ZZA1	3.5.3.23
B1XGK6	3.5.3.23
P76216	3.5.3.23
Q8X9B6	6.3.4.14; 6.4.1.2
P46133	
P0ABB9	7.2.2.14
Q06065	
P76458	2.8.3.8
P76460	
C4ZRR9	
B1XD46	
P77774	
P39297	
P20099	1.-.-.-; 1.8.4.13
P0A6A5	2.7.2.1
